표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
"KR7357230002","357230","에이치피오","에이치피오","H.PIO Co.,Ltd","2021/05/14","KOSDAQ","주권","우량기업부","보통주","500","41293476"
"KR7355690009","355690","에이텀","에이텀","ATUM CO., LTD.","2023/12/01","KOSDAQ","주권","기술성장기업부","보통주","500","5404980"
"KR7071670004","071670","에이테크솔루션","에이테크솔루션","A-Tech Solution CO., LTD.","2009/04/17","KOSDAQ","주권","중견기업부","보통주","500","10000000"
"KR7045660008","045660","에이텍","에이텍","ATEC CO.,Ltd","2001/05/24","KOSDAQ","주권","벤처기업부","보통주","500","8260000"
"KR7224110007","224110","에이텍모빌리티","에이텍모빌리티","ATEC MOBILITY","2015/08/25","KOSDAQ","주권","벤처기업부","보통주","500","5340000"
"KR7021080007","021080","에이티넘인베스트먼트","에이티넘인베스트","Atinum Investment Co., Ltd","1991/07/12","KOSDAQ","주권","우량기업부","보통주","500","48000000"
"KR7200470003","200470","에이팩트","에이팩트","APACT Co., Ltd.","2014/12/26","KOSDAQ","주권","중견기업부","보통주","500","42362093"
"KR7262260003","262260","에이프로","에이프로","A PRO Co., LTD","2020/07/16","KOSDAQ","주권","우량기업부","보통주","500","14468152"
"KR7397030008","397030","에이프릴바이오","에이프릴바이오","AprilBio Co.,Ltd.","2022/07/28","KOSDAQ","주권","기술성장기업부","보통주","1000","23342626"
"KR7265520007","265520","에이피시스템","AP시스템","Advanced Process Systems Corporation","2017/04/07","KOSDAQ","주권","우량기업부","보통주","500","15050821"
"KR7054620000","054620","에이피에스","APS","APS","2001/12/04","KOSDAQ","주권","중견기업부","보통주","500","18394221"
"KR7211270004","211270","에이피위성","AP위성","Asia Pacific Satellite Inc.","2016/03/04","KOSDAQ","주권","우량기업부","보통주","500","15082304"
"KR70009K0001","0009K0","에임드바이오","에임드바이오","Aimed Bio Inc.","2025/12/04","KOSDAQ","주권","기술성장기업부","보통주","500","64671161"
"KR7230240004","230240","에치에프알","에치에프알","HFR, Inc.","2015/12/16","KOSDAQ","주권","우량기업부","보통주","500","13309000"
"KR7159910009","159910","에코글로우","에코글로우","EcoGlow","2012/12/27","KOSDAQ","주권","중견기업부","보통주","100","52335485"
"KR7230360000","230360","에코마케팅","에코마케팅","ECHOMARKETING Co.,Ltd.","2016/08/08","KOSDAQ","주권","우량기업부","보통주","100","30998758"
"KR7038870002","038870","에코바이오홀딩스","에코바이오","EcoBio Holdings Co., Ltd.","2001/05/29","KOSDAQ","주권","중견기업부","보통주","500","14014949"
"KR7097780001","097780","에코볼트","에코볼트","Eco Volt","2008/01/23","KOSDAQ","주권","중견기업부","보통주","1000","63415904"
"KR7448280008","448280","에코아이","에코아이","ECOEYE CO., LTD.","2023/11/21","KOSDAQ","주권","중견기업부","보통주","500","29631129"
"KR7101360006","101360","에코앤드림","에코앤드림","Eco&Dream","2020/07/30","KOSDAQ","주권","벤처기업부","보통주","500","17786114"
"KR7128540002","128540","에코캡","에코캡","ECOCAB CO., LTD.","2018/12/05","KOSDAQ","주권","우량기업부","보통주","100","26690460"
"KR7086520004","086520","에코프로","에코프로","ECOPRO CO., LTD","2007/07/20","KOSDAQ GLOBAL","주권","중견기업부","보통주","100","135776152"
"KR7247540008","247540","에코프로비엠","에코프로비엠","ECOPRO BM CO., LTD.","2019/03/05","KOSDAQ GLOBAL","주권","우량기업부","보통주","500","97830434"
"KR7383310000","383310","에코프로에이치엔","에코프로에이치엔","ECOPRO HN CO., LTD","2021/05/28","KOSDAQ","주권","우량기업부","보통주","500","20974932"
"KR7038110003","038110","에코플라스틱","에코플라스틱","ECOPLASTIC CORPORATION","2000/03/23","KOSDAQ","주권","우량기업부","보통주","500","41169370"
"KR7073540007","073540","에프알텍","에프알텍","FRTEK CO., LTD.","2007/05/18","KOSDAQ","주권","벤처기업부","보통주","500","11400000"
"KR7064850001","064850","에프앤가이드","에프앤가이드","FnGuide Inc.","2020/12/17","KOSDAQ","주권","벤처기업부","보통주","500","11410332"
"KR7214270001","214270","에프에스엔","FSN","FSN","2015/03/25","KOSDAQ","주권","중견기업부","보통주","500","44735105"
"KR7036810000","036810","에프에스티","에프에스티","FINE SEMITECH Corp.","2000/01/18","KOSDAQ","주권","우량기업부","보통주","500","21446348"
"KR7173940008","173940","에프엔씨엔터테인먼트","에프엔씨엔터","FNC ENTERTAINMENT Co., Ltd.","2014/12/04","KOSDAQ","주권","중견기업부","보통주","500","15392808"
"KR7083500009","083500","에프엔에스테크","에프엔에스테크","FNS TECH. Co.,Ltd.","2017/02/27","KOSDAQ","주권","우량기업부","보통주","500","8575722"
"KR7054940002","054940","엑사이엔씨","엑사이엔씨","EXA E&C, Inc","2001/12/13","KOSDAQ","주권","중견기업부","보통주","500","33173548"
"KR8840090003","950130","엑세스바이오","엑세스바이오","Access Bio, Inc.","2013/05/30","KOSDAQ","주식예탁증권","외국기업(소속부없음)","보통주","무액면","37727832"
"KR7373110006","373110","엑셀세라퓨틱스","엑셀세라퓨틱스","Xcell Therapeutics Inc.","2024/07/15","KOSDAQ","주권","기술성장기업부","보통주","500","17294394"
"KR7205100001","205100","엑셈","엑셈","EXEM CO., LTD.","2014/11/07","KOSDAQ","주권","벤처기업부","보통주","100","71462308"
"KR7356680009","356680","엑스게이트","엑스게이트","AXGATE Co., Ltd.","2023/03/16","KOSDAQ","주권","벤처기업부","보통주","100","28543492"
"KR7070300009","070300","엑스큐어","엑스큐어","Xcure Corp.","2010/06/09","KOSDAQ","주권","벤처기업부","보통주","500","23307078"
"KR7317770006","317770","엑스페릭스","엑스페릭스","Xperix","2019/08/01","KOSDAQ","주권","벤처기업부","보통주","500","36486545"
"KR7373200005","373200","엑스플러스","엑스플러스","Xplus Inc.","2021/02/26","KOSDAQ","주권","벤처기업부","보통주","100","112480583"
"KR7069920007","069920","엑시온그룹","엑시온그룹","Exion Group","2007/12/05","KOSDAQ","주권","투자주의환기종목(소속부없음)","보통주","500","46482609"
"KR7092870005","092870","엑시콘","엑시콘","Exicon Co., Ltd.","2015/10/22","KOSDAQ","주권","우량기업부","보통주","500","13050797"
"KR7317870004","317870","엔바이오니아","엔바이오니아","Envioneer Co., Ltd.","2019/10/24","KOSDAQ","주권","기술성장기업부","보통주","500","8841895"
"KR7067570002","067570","엔브이에이치코리아","엔브이에이치코리아","NVH KOREA INC.","2013/12/03","KOSDAQ","주권","우량기업부","보통주","500","42170000"
"KR70004V0003","0004V0","엔비알모션","엔비알모션","NBR Motion Co., Ltd.","2026/01/14","KOSDAQ","주권","기술성장기업부","보통주","1000","10404468"
"KR7236810008","236810","엔비티","엔비티","NBT INC.","2021/01/21","KOSDAQ","주권","기술성장기업부","보통주","100","16975426"
"KR7333620003","333620","엔시스","엔시스","Nsys Co., Ltd.","2021/04/01","KOSDAQ","주권","벤처기업부","보통주","100","10556344"
"KR7101400000","101400","엔시트론","엔시트론","N CITRON, INC.","2009/03/31","KOSDAQ","주권","중견기업부","보통주","500","70450730"
"KR7475230009","475230","엔알비","엔알비","NRB, inc","2025/07/28","KOSDAQ","주권","벤처기업부","보통주","500","10826295"
"KR7451700009","451700","엔에이치기업인수목적29호","엔에이치스팩29호","NH SPECIAL PURPOSE ACQUISITION 29 COMPANY","2023/06/23","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","14350000"
"KR7466910007","466910","엔에이치기업인수목적30호","엔에이치스팩30호","NH SPECIAL PURPOSE ACQUISITION 30 COMPANY","2023/12/01","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","9100000"
"KR7481890002","481890","엔에이치기업인수목적31호","엔에이치스팩31호","NH SPECIAL PURPOSE ACQUISITION 31 COMPANY","2024/07/26","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6345000"
"KR70054V0002","0054V0","엔에이치기업인수목적32호","엔에이치스팩32호","NH SPECIAL PURPOSE ACQUISITION 32 COMPANY","2025/12/05","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","6216500"
"KR70130H0008","0130H0","엔에이치기업인수목적33호","엔에이치스팩33호","NH SPECIAL PURPOSE ACQUISITION 33 COMPANY","2026/03/27","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","7700000"
"KR7104200001","104200","엔에이치엔벅스","NHN벅스","NHN BUGS Corporation","2009/10/06","KOSDAQ","주권","중견기업부","보통주","500","14827550"
"KR7060250008","060250","엔에이치엔케이씨피","NHN KCP","NHN KCP","2002/01/08","KOSDAQ","주권","우량기업부","보통주","500","40160611"
"KR7265740001","265740","엔에프씨","엔에프씨","NFC Corporation","2020/12/02","KOSDAQ","주권","중견기업부","보통주","100","17863600"
"KR7053290003","053290","엔이능률","NE능률","NE Neungyule, Inc.","2002/12/10","KOSDAQ","주권","중견기업부","보통주","500","16526307"
"KR7354200008","354200","엔젠바이오","엔젠바이오","NGeneBio Co., Ltd.","2020/12/10","KOSDAQ","주권","기술성장기업부","보통주","1000","26809750"
"KR7455900001","455900","엔젤로보틱스","엔젤로보틱스","ANGEL ROBOTICS Co., Ltd.","2024/03/26","KOSDAQ","주권","기술성장기업부","보통주","500","15247131"
"KR7419080007","419080","엔젯","엔젯","ENJET Co.,LTD","2022/11/18","KOSDAQ","주권","기술성장기업부","보통주","500","10685137"
"KR7183490002","183490","엔지켐생명과학","엔지켐생명과학","ENZYCHEM LIFESCIENCES CORPORATION","2018/02/21","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","84640235"
"KR7182400002","182400","엔케이젠바이오텍코리아","엔케이젠바이오텍코리아","NKGenBiotechKorea","2015/10/23","KOSDAQ","주권","관리종목(소속부없음)","보통주","100","72342431"
"KR7348370008","348370","엔켐","엔켐","Enchem Co., Ltd.","2021/11/01","KOSDAQ","주권","중견기업부","보통주","500","21910992"
"KR7069410009","069410","엔텔스","엔텔스","nTels Co., Ltd.","2007/06/20","KOSDAQ","주권","벤처기업부","보통주","500","10244824"
"KR7227950003","227950","엔투텍","엔투텍","N2TECH CO.,LTD","2015/11/18","KOSDAQ","주권","중견기업부","보통주","100","172541047"
"KR7291230001","291230","엔피","엔피","NP","2018/09/13","KOSDAQ","주권","중견기업부","보통주","100","44095775"
"KR7222160004","222160","엔피엑스","NPX","NPX","2021/11/18","KOSDAQ","주권","관리종목(소속부없음)","보통주","500","9894439"
"KR7048830004","048830","엔피케이","엔피케이","NPK CO., LTD","2000/10/12","KOSDAQ","주권","중견기업부","보통주","500","18723923"
"KR7096870001","096870","엘디티","엘디티","LDT Inc.","2008/05/02","KOSDAQ","주권","벤처기업부","보통주","500","8347999"
"KR7061970000","061970","엘비세미콘","LB세미콘","LB SEMICON","2011/01/31","KOSDAQ","주권","중견기업부","보통주","500","58083006"
"KR7309960003","309960","엘비인베스트먼트","LB인베스트먼트","LB Investment Inc.","2023/03/29","KOSDAQ","주권","벤처기업부","보통주","1000","23217239"
"KR7290650001","290650","엘앤씨바이오","엘앤씨바이오","L&C BIO","2018/11/01","KOSDAQ","주권","우량기업부","보통주","500","24847063"
"KR7156100000","156100","엘앤케이바이오메드","엘앤케이바이오","L&K BIOMED CO., LTD.","2016/11/30","KOSDAQ","주권","벤처기업부","보통주","500","22351153"
"KR70041J0004","0041J0","엘에스기업인수목적1호","엘에스스팩1호","LS Special Purpose Acquisition No1 Company","2025/07/22","KOSDAQ","주권","SPAC(소속부없음)","보통주","100","4110000"
"KR7060370004","060370","엘에스마린솔루션","LS마린솔루션","LS Marine Solution","2002/02/15","KOSDAQ","주권","우량기업부","보통주","1000","52238854"
"KR7417200003","417200","엘에스머트리얼즈","LS머트리얼즈","LS Materials Co.,Ltd.","2023/12/12","KOSDAQ","주권","중견기업부","보통주","500","67652659"
"KR7078020005","078020","엘에스증권","LS증권","LS SECURITIES","2007/02/21","KOSDAQ","주권","우량기업부","보통주","5000","55481190"
"KR7322180001","322180","엘에스티라유텍","LS티라유텍","LS THiRA-UTECH","2019/10/31","KOSDAQ","주권","벤처기업부","보통주","100","20921984"
"KR7073110009","073110","엘엠에스","엘엠에스","LMS Co.,Ltd.","2007/10/12","KOSDAQ","주권","벤처기업부","보통주","500","8895755"
"KR7083310003","083310","엘오티베큠","엘오티베큠","LOT Vacuum. Co., Ltd.","2005/10/05","KOSDAQ","주권","우량기업부","보통주","500","17810033"
"KR7037950003","037950","엘컴텍","엘컴텍","ELCOMTEC CO.,LTD","2000/08/24","KOSDAQ","주권","중견기업부","보통주","500","84447519"
"KR7225190008","225190","엘케이삼양","LK삼양","LK SAMYANG","2017/06/02","KOSDAQ","주권","중견기업부","보통주","100","70468440"
"KR7489500009","489500","엘케이켐","엘케이켐","LK CHEM Co., Ltd.","2025/02/25","KOSDAQ","주권","벤처기업부","보통주","100","6278056"
"KR7170920003","170920","엘티씨","엘티씨","LTC Co., LTD.","2013/10/08","KOSDAQ","주권","벤처기업부","보통주","500","10564126"
"KR7476080007","476080","엠83","M83","M eighty-three Co.,Ltd.","2024/08/22","KOSDAQ","주권","중견기업부","보통주","100","8073000"
"KR7058630005","058630","엠게임","엠게임","Mgame Corp.","2008/12/19","KOSDAQ","주권","우량기업부","보통주","500","19202574"
"KR7226590008","226590","엠디바이스","엠디바이스","Mdevice Co., Ltd","2025/03/07","KOSDAQ","주권","기술성장기업부","보통주","500","10630784"
"KR7058970005","058970","엠로","엠로","EMRO., Incorporated","2021/08/13","KOSDAQ","주권","기술성장기업부","보통주","500","12360904"
"KR7373170000","373170","엠아이큐브솔루션","엠아이큐브솔루션","MICUBE SOLUTION, INC.","2023/08/04","KOSDAQ","주권","벤처기업부","보통주","100","15113790"
"KR7179290002","179290","엠아이텍","엠아이텍","MITECH CO., LTD.","2018/11/29","KOSDAQ","주권","우량기업부","보통주","500","32365678"
"KR7009780008","009780","엠에스씨","엠에스씨","MSC","1993/10/12","KOSDAQ","주권","우량기업부","보통주","500","17600000"
"KR7123040008","123040","엠에스오토텍","엠에스오토텍","MS AUTOTECH COMPANY, LIMITED","2010/08/06","KOSDAQ","주권","우량기업부","보통주","500","62628299"
"KR7432980001","432980","엠에프씨","엠에프씨","MFC Co., Ltd.","2024/12/26","KOSDAQ","주권","기술성장기업부","보통주","500","8591742"
"KR7413390006","413390","엠오티","엠오티","MOT Co.,Ltd.","2024/11/18","KOSDAQ","주권","중견기업부","보통주","500","11580180"
"KR7032790008","032790","엠젠솔루션","엠젠솔루션","MGEN SOLUTIONS","1997/06/26","KOSDAQ","주권","벤처기업부","보통주","500","51360212"
"KR7033160003","033160","엠케이전자","엠케이전자","MKElectron","1997/11/10","KOSDAQ","주권","중견기업부","보통주","500","23272724"
"KR7347890006","347890","엠투아이코퍼레이션","엠투아이","M2I CORPORATION","2020/07/29","KOSDAQ","주권","벤처기업부","보통주","100","16963204"
"KR7033310004","033310","엠투엔","엠투엔","M2N Co.,Ltd","1997/11/10","KOSDAQ","주권","우량기업부","보통주","500","39972456"
"KR7259630002","259630","엠플러스","엠플러스","mPlus Corp","2017/09/20","KOSDAQ","주권","우량기업부","보통주","500","12073784"
"KR7105550008","105550","엣지파운드리","엣지파운드리","Edge Foundry","2014/07/11","KOSDAQ","주권","중견기업부","보통주","500","78307051"
